"","B.Code","A.Level.Name","diet_intake_kg","Source"
"1444","JS0213.1","D SFS cake",9.81,"feed_intake"
"1445","JS0215.1","Bundle 1 MB + FM",4.2,"feed_intake"
"1446","JS0215.1","Bundle 1 MO",3.4,"feed_intake"
"1447","JS0215.1","Bundle 1 MO + FM",4.7,"feed_intake"
"1448","JS0215.1","Bundle 1 WN",2.4,"feed_intake"
"1449","JS0215.1","Bundle 2 MO",3.4,"feed_intake"
"1450","JS0215.1","Bundle 2 MO + FM",4.7,"feed_intake"
"1451","JS0215.2","Bundle 1 WN + MB + FM",7.4,"feed_intake"
"1452","JS0215.2","Bundle 1 WN + Maize Bran",6.3,"feed_intake"
"1453","JS0215.2","Bundle 2 WN + MO",7.2,"feed_intake"
"1454","JS0215.2","Bundle 2 WN + MO + FM",8.7,"feed_intake"
"1455","JS0215.2","Bundle 3 WN + MB + FM",7.4,"feed_intake"
"1456","JS0215.2","Bundle 3 WN + MO + FM",8.7,"feed_intake"
"1457","JS0215.2","Bundle 4 WN + MB",6.3,"feed_intake"
"1458","JS0215.2","Bundle 4 WN + MO",7.2,"feed_intake"
"1459","JS0226","Cenchrus ciliaris Diet",0.70577,"feed_intake"
"1460","JS0226","Millet Forage Diet",0.6706,"feed_intake"
"1461","JS0226","Sorghum Forage Diet",0.6681,"feed_intake"
"1462","JS0226","Veldt Grass Diet",0.69334,"feed_intake"
"1463","JS0230","Combretum apiculatum",0.7699,"feed_intake"
"1464","JS0230","D Con Lucerne",0.7022,"feed_intake"
"1465","JS0230","Euclea schimperi",0.7525,"feed_intake"
"1466","JS0230","Terminalia serecia",0.7766,"feed_intake"
"1467","JS0243","CSC",0.656384693169787,"feed_intake"
"1468","JS0243","Con",0.579308888660768,"feed_intake"
"1469","JS0243","LSC",0.67381083546633,"feed_intake"
"1470","JS0243","NSC",0.589146608111828,"feed_intake"
"1471","JS0249","200 g CM",0.6136,"feed_intake"
"1472","JS0249","300 g CM",0.7101,"feed_intake"
"1473","JS0249","400 g CM",0.7496,"feed_intake"
"1474","JS0249","Control Diet",0.4474,"feed_intake"
"1475","JS0262","Con hay",0.5405,"feed_intake"
"1476","JS0262","T2 Wheat Bran",0.788,"feed_intake"
"1477","JS0262","T3 2Wheat bran:1 NSM",0.6997,"feed_intake"
"1478","JS0262","T4 1Wheatbran:2NSM",0.6965,"feed_intake"
"1479","JS0262","T5 Noug Seed Meal",0.6658,"feed_intake"
"1480","JS0263","Con",0.516,"feed_intake"
"1481","JS0263","Leucaena 1",0.66,"feed_intake"
"1482","JS0263","Leucaena 2",0.7,"feed_intake"
"1483","JS0263","Leucaena 3",0.698,"feed_intake"
"1484","JS0263","Sesbania S 1",0.663,"feed_intake"
"1485","JS0263","Sesbania S 2",0.665,"feed_intake"
"1486","JS0263","Sesbania S 3",0.763,"feed_intake"
"1487","JS0265","Bundle 2 Dried Leucaena",0.774,"feed_intake"
"1488","JS0265","Bundle 2 Fresh Leucaena",0.707,"feed_intake"
"1489","JS0265","Cotton Seed Cake Diet Bundle 1",0.761,"feed_intake"
"1490","JS0265","Dry Leucaena Diet Bundle 1",0.774,"feed_intake"
"1491","JS0265","Dry Sesbania  Diet Bundle 1",0.753,"feed_intake"
"1492","JS0265","Fresh Leucaena Diet Bundle 1",0.707,"feed_intake"
"1493","JS0265","Teff Straw Diet Bundle 1",0.734,"feed_intake"
"1494","JS0269.1","D1 Access to Native Hay",0.624,"feed_intake"
"1495","JS0269.1","D2 Native Hay and 345g Alfafa Hay",0.725,"feed_intake"
"1496","JS0269.1","D3 Native Hay and 387g Cowpea Hay",0.739,"feed_intake"
"1497","JS0269.1","D4 Native Hay and 302 g  A. brevispica Leaves",0.701,"feed_intake"
"1498","JS0269.1","D5 Native Hay and 365 g A. tortilis Fruits",0.691,"feed_intake"
"1499","JS0271","Con",0.627,"feed_intake"
"1500","JS0271","Leucaena 1",1.066,"feed_intake"
"1501","JS0271","Leucaena 2",1.077,"feed_intake"
"1502","JS0271","Leucaena 3",1.175,"feed_intake"
"1503","JS0271","Mixture C",0.893,"feed_intake"
"1504","JS0272","CSC Diet",0.79272,"feed_intake"
"1505","JS0272","NSC Diet",0.67176,"feed_intake"
"1506","JS0272","PNC Diet",0.77112,"feed_intake"
"1507","JS0272","Teff Straw + Cactus Diet",0.62832,"feed_intake"
"1508","JS0273","T1 Hay",0.5699,"feed_intake"
"1509","JS0273","T2 Hay and 150 g DM",0.577,"feed_intake"
"1510","JS0273","T3 Hay and 250 g DM",0.6857,"feed_intake"
"1511","JS0273","T4 Hay and 350 g DM",0.7442,"feed_intake"
"1512","JS0276","Diet Con",0.36,"feed_intake"
"1513","JS0281","Diet Con",0.403248544975157,"feed_intake"
"1514","JS0281","Diet1",0.432687742655856,"feed_intake"
"1515","JS0281","Diet2",0.479242752941613,"feed_intake"
"1516","JS0281","Diet3",0.384078834857493,"feed_intake"
"1517","JS0285","Control Diet",0.5187,"feed_intake"
"1518","JS0285","High Conc.",0.731,"feed_intake"
"1519","JS0285","Medium Conc.",0.7521,"feed_intake"
"1520","JS0289.1","Teff + 150 g Wheat Bran",0.642212829950926,"feed_intake"
"1521","JS0289.1","Teff + 200 g L. pallida",0.696089745215265,"feed_intake"
"1522","JS0289.1","Teff + 200g S. Sesban",0.682027293778718,"feed_intake"
"1523","JS0289.1","Teff + 400 g L. pallida",0.815696497102099,"feed_intake"
"1524","JS0289.1","Teff + 400 g S. Sesban",0.763714190457322,"feed_intake"
"1525","JS0289.2","Teff + 150 g Wheat Bran",0.489192854280533,"feed_intake"
"1526","JS0289.2","Teff + 200 g L. pallida",0.532157502886592,"feed_intake"
"1527","JS0289.2","Teff + 200g S. Sesban",0.529865009703234,"feed_intake"
"1528","JS0289.2","Teff + 400 g L. pallida",0.64836038223578,"feed_intake"
"1529","JS0289.2","Teff + 400 g S. Sesban",0.622067638500238,"feed_intake"
"1530","JS0290","Diet Con",0.536,"feed_intake"
"1531","JS0290","Goetzei",0.745,"feed_intake"
"1532","JS0290","Lablab",0.698,"feed_intake"
"1533","JS0290","Leucaena",0.703,"feed_intake"
"1534","JS0290","Sesban1",0.673,"feed_intake"
"1535","JS0290","Sesban2",0.692,"feed_intake"
"1536","JS0290","Sesban3",0.707,"feed_intake"
"1537","JS0290","Sesban4",0.742,"feed_intake"
"1538","JS0290","Sesban5",0.731,"feed_intake"
"1539","JS0290","Sesban6",0.738,"feed_intake"
"1540","JS0290","Tagasaste",0.722,"feed_intake"
"1541","JS0291","Con Teff",0.520090456929648,"feed_intake"
"1542","JS0291","Leucocephala 1",0.558008232026637,"feed_intake"
"1543","JS0291","Leucocephala 2",0.590679849571471,"feed_intake"
"1544","JS0291","Leucocephala 3",0.615232808369693,"feed_intake"
"1545","JS0291","Leucocephala 4",0.607318718573485,"feed_intake"
"1546","JS0291","Pallida 1",0.533760799929482,"feed_intake"
"1547","JS0291","Pallida 2",0.577412459936688,"feed_intake"
"1548","JS0291","Pallida 3",0.585538313848079,"feed_intake"
"1549","JS0291","Pallida 4",0.557699725234066,"feed_intake"
"1550","JS0291","Palmensis 1",0.55278020351133,"feed_intake"
"1551","JS0291","Palmensis 2",0.610593043600691,"feed_intake"
"1552","JS0291","Palmensis 3",0.668956928297192,"feed_intake"
"1553","JS0291","Palmensis 4",0.680344865860098,"feed_intake"
"1554","JS0291","Sesban 1",0.579224884044524,"feed_intake"
"1555","JS0291","Sesban 2",0.586057941515357,"feed_intake"
"1556","JS0291","Sesban 3",0.622656432000096,"feed_intake"
"1557","JS0291","Sesban 4",0.655134785383112,"feed_intake"
"1558","JS0292","DIET 1",0.37209,"feed_intake"
"1559","JS0292","Diet 2",0.40959,"feed_intake"
"1560","JS0292","Diet 3",0.43214,"feed_intake"
"1561","JS0292","Diet 4",0.45873,"feed_intake"
"1562","JS0292","Standard Diet",0.35619,"feed_intake"
"1563","JS0293","D1 100% FSF",1.2908,"feed_intake"
"1564","JS0293","D2 67% FSF",1.3153,"feed_intake"
"1565","JS0293","D3 33% FSF",1.3355,"feed_intake"
"1566","JS0293","D4 0% FSF",1.3507,"feed_intake"
"1567","JS0295","Diet Con",0.000431428571428571,"feed_intake"
"1568","JS0295","RCP 1",0.000432857142857143,"feed_intake"
"1569","JS0295","RCP 2",0.000424285714285714,"feed_intake"
"1570","JS0295","RCP 3",0.000412857142857143,"feed_intake"
"1571","JS0295","RCP 4",0.000397142857142857,"feed_intake"
"1572","JS0296","Con",0.00132,"feed_intake"
"1573","JS0296","Maize G 1",0.00117,"feed_intake"
"1574","JS0296","Maize G 2",0.00098,"feed_intake"
"1575","JS0296","Maize G 3",0.00055,"feed_intake"
"1576","JS0301","100% FTL",0.82982,"feed_intake"
"1577","JS0301","25% FTL",0.70048,"feed_intake"
"1578","JS0301","50% FTL",0.74678,"feed_intake"
"1579","JS0301","75% FTL",0.77427,"feed_intake"
"1580","JS0301","No FTL",0.66827,"feed_intake"
"1581","JS0305","Con Maize",8.44,"feed_intake"
"1582","JS0305","Sugar BP 1",8.54,"feed_intake"
"1583","JS0305","Sugar BP 2",8.58,"feed_intake"
"1584","JS0305","Sugar BP 3",8.61,"feed_intake"
"1585","JS0306","0% MOC",1.54,"feed_intake"
"1586","JS0306","10% MOC",1.39,"feed_intake"
"1587","JS0306","15% MOC",1.51,"feed_intake"
"1588","JS0306","20% MOC",1.59,"feed_intake"
"1589","JS0306","5% MOC",1.54,"feed_intake"
"1590","JS0309","Base",0.0432857142857143,"feed_intake"
"1591","JS0314","Acacia AC15",1.0408,"feed_intake"
"1592","JS0314","Atriplex AT15",1.053,"feed_intake"
"1593","JS0314","Atriplex and Acacia TC30",0.8902,"feed_intake"
"1594","JS0314","Con Berseem",1.0304,"feed_intake"
"1595","JS0316","Con Hay Bundle1",0.611,"feed_intake"
"1596","JS0316","Con Mix Bundle2",0.8,"feed_intake"
"1597","JS0316","Mixture Bundle1",0.8,"feed_intake"
"1598","JS0316","Sesban Bundle1",0.818,"feed_intake"
"1599","JS0316","Sesbania 1 Bundle2",0.815,"feed_intake"
"1600","JS0316","Sesbania 2 Bundle2",0.821,"feed_intake"
"1601","JS0316","Sesbania 3 Bundle2",0.818,"feed_intake"
"1602","JS0340","MSP0 Enzyme",0.205,"feed_intake"
"1603","JS0340","MSP0 Enzyme...MSP0 Yeast",0.205,"feed_intake"
"1604","JS0340","MSP0 Yeast",0.205185,"feed_intake"
"1605","JS0340","MSP100 Enzyme",0.156666,"feed_intake"
"1606","JS0340","MSP100 Enzyme...MSP100 Yeast",0.169926,"feed_intake"
"1607","JS0340","MSP100 Yeast",0.182963,"feed_intake"
"1608","JS0340","MSP50 Enzyme",0.169333,"feed_intake"
"1609","JS0340","MSP50 Yeast",0.189444,"feed_intake"
"1610","JS0342","100% BSC",0.0864,"feed_intake"
"1611","JS0342","25% BSC",0.1087,"feed_intake"
"1612","JS0342","75% BSC",0.1008,"feed_intake"
"1613","JS0343","Con",0.1997,"feed_intake"
"1614","JS0343","PE1",0.2776,"feed_intake"
"1615","JS0343","PE2",0.28,"feed_intake"
"1616","JS0343","PE3",0.2819,"feed_intake"
"1617","JS0343","PE4",0.1971,"feed_intake"
"1618","JS0349","Control Diet",1.145,"feed_intake"
"1619","JS0349","Rosemary E. Oil Diet",1.085,"feed_intake"
"1620","JS0349","Rosemary Leaves Diet",1.075,"feed_intake"
"1621","JS0350","Diet Con Bundle1",1.081,"feed_intake"
"1622","JS0350","Diet Con Bundle2",0.926,"feed_intake"
"1623","JS0350","T2 Rosemay Oil Bundle1",1.032,"feed_intake"
"1624","JS0350","T2 Rosemay Oil Bundle2",1.096,"feed_intake"
"1625","JS0370","FishMeal Con",0.000102142857142857,"feed_intake"
"1626","JS0370","Spirulina One",0.000111071428571429,"feed_intake"
"1627","JS0370","Spirulina Three",0.000114285714285714,"feed_intake"
"1628","JS0370","Spirulina Two",0.00013875,"feed_intake"
"1629","JS0371","Control",0.0493,"feed_intake"
"1630","JS0371","Jatropha 12",0.0264,"feed_intake"
"1631","JS0371","Jatropha 4",0.04,"feed_intake"
"1632","JS0371","Jatropha 8",0.0318,"feed_intake"
"1633","JS0419","T1 BS Con Bundle1",0.77,"feed_intake"
"1634","JS0419","T1 BS Con Bundle2",0.77,"feed_intake"
"1635","JS0419","T1 BS Con Bundle3",0.77,"feed_intake"
"1636","JS0419","T2 BA Bundle1",0.955,"feed_intake"
"1637","JS0419","T2 BA Con  Bundle4",0.955,"feed_intake"
"1638","JS0419","T3 CS Bundle2",0.995,"feed_intake"
"1639","JS0419","T3 CS Con Bundle5",0.995,"feed_intake"
"1640","JS0419","T4 CA Bundle3",1.062,"feed_intake"
"1641","JS0419","T4 CA Bundle4",1.062,"feed_intake"
"1642","JS0419","T4 CA Bundle5",1.062,"feed_intake"
"1643","JS0424","Diet Con Lablab LLB",0.783,"feed_intake"
"1644","JS0424","Sunflower SFM",0.705,"feed_intake"
"1645","JS0424","Sweet potato SPV",0.855,"feed_intake"
"1646","LM0018","CPV diet",0.877,"feed_intake"
"1647","LM0018","CSC diet",0.829,"feed_intake"
"1648","LM0018","Control",0.736,"feed_intake"
"1649","LM0018","GH diet",0.896,"feed_intake"
"1650","LM0024.2","Control",0.78829,"feed_intake"
"1651","LM0024.2","Supplemented feed",0.78829,"feed_intake"
"1652","LM0103","1",0.350067634763268,"feed_intake"
"1653","LM0103","2",0.359371757946344,"feed_intake"
"1654","LM0103","3",0.346578588569614,"feed_intake"
"1655","LM0103","4",0.345415573171729,"feed_intake"
"1656","LM0103","5",0.304710034245768,"feed_intake"
"1657","LM0103","6",0.369838896527306,"feed_intake"
"1658","LM0113.1","1",2.197,"feed_intake"
"1659","LM0113.1","2",2.192,"feed_intake"
"1660","LM0113.1","3",2.261,"feed_intake"
"1661","LM0113.1","4",2.068,"feed_intake"
"1662","LM0113.2","1",2.13,"feed_intake"
"1663","LM0113.2","2",2.279,"feed_intake"
"1664","LM0113.2","3",2.29,"feed_intake"
"1665","LM0113.2","4",2.222,"feed_intake"
"1666","LM0114","Bundle 1 0 WS",1.521,"feed_intake"
"1667","LM0114","Bundle 1 13 WS",1.339,"feed_intake"
"1668","LM0114","Bundle 1 19.5 WS",1.263,"feed_intake"
"1669","LM0114","Bundle 1 26 WS",1.201,"feed_intake"
"1670","LM0114","Bundle 1 6.5 WS",1.426,"feed_intake"
"1671","LM0114","Bundle 2 26 AWS",1.152,"feed_intake"
"1672","LM0114","Bundle 2 26 WS",1.201,"feed_intake"
"1673","LM0117.1","Group 1 Feed Addition",4.21,"feed_intake"
"1674","LM0117.1","Group 2 Feed Addition",5.18,"feed_intake"
"1675","LM0117.1","Group 2 Feed Substitution",5.18,"feed_intake"
"1676","LM0117.1","Group 3 Feed Addition",6.51,"feed_intake"
"1677","LM0117.1","Group 4 Feed Addition",5.57,"feed_intake"
"1678","LM0117.1","Group 4 Feed Substitution",5.57,"feed_intake"
"1679","LM0117.2","Group 1",3.71,"feed_intake"
"1680","LM0117.2","Group 2",4.43,"feed_intake"
"1681","LM0117.2","Group 3",4.43,"feed_intake"
"1682","LM0117.2","Group 4",4.47,"feed_intake"
"1683","LM0117.3","Group 1",7.22,"feed_intake"
"1684","LM0117.3","Group 2",6.92,"feed_intake"
"1685","LM0117.3","Group 3",6.89,"feed_intake"
"1686","LM0117.3","Group 4",5.3,"feed_intake"
"1687","LM0120","Cabbage Diet",0.007872,"feed_intake"
"1688","LM0120","Duckweed Diet",0.0084,"feed_intake"
"1689","LM0120","Fish Meal Pelletes Diet",0.001792,"feed_intake"
"1690","LM0120","Kikuyu Grass Diet",0.004228,"feed_intake"
"1691","LM0120","Vallisneria Diet",0.00668,"feed_intake"
"1692","LM0136.1","14% Crude Protein",1.8,"feed_intake"
"1693","LM0136.1","16% Crude Protein",1.9,"feed_intake"
"1694","LM0136.1","18% Crude Protein",1.8,"feed_intake"
"1695","LM0136.1","20% Crude Protein",1.8,"feed_intake"
"1696","LM0138","Fish Meal Con",0.11378,"feed_intake"
"1697","LM0138","Hatchery Waste Meal1",0.11825,"feed_intake"
"1698","LM0138","Hatchery Waste Meal2",0.10817,"feed_intake"
"1699","LM0138","Hatchery Waste Meal3",0.10397,"feed_intake"
"1700","LM0139","240g/kg of Opuntia ficus-indica",1.345,"feed_intake"
"1701","LM0139","360g/kg of Opuntia ficus-indica",1.317,"feed_intake"
"1702","LM0150","15 g Leucaena",6.2,"feed_intake"
"1703","LM0150","22.5 g Leucaena",6.6,"feed_intake"
"1704","LM0150","30 g Leucaena",6.7,"feed_intake"
"1705","LM0150","7.5 g Leucaena",5.8,"feed_intake"
"1706","LM0150","Control Diet 0 Gliricidia",5.2,"feed_intake"
"1707","LM0150","Control Diet 0 Leucaena",5.2,"feed_intake"
"1708","LM0151.1","Gliricidia1",3,"feed_intake"
"1709","LM0151.1","Gliricidia2",3.3,"feed_intake"
"1710","LM0151.1","Gliricidia3",3.5,"feed_intake"
"1711","LM0151.1","Gliricidia4",3.5,"feed_intake"
"1712","LM0151.1","Stover Con",3,"feed_intake"
"1713","LM0151.2","Gliricidia1",4.1,"feed_intake"
"1714","LM0151.2","Gliricidia2",4.6,"feed_intake"
"1715","LM0151.2","Leucaena1",4.3,"feed_intake"
"1716","LM0151.2","Leucaena2",4.6,"feed_intake"
"1717","LM0151.2","Stover Con",3.2,"feed_intake"
"1718","LM0163","MT D1",2.34918,"feed_intake"
"1719","LM0163","MT D2",2.72232,"feed_intake"
"1720","LM0163","MT D3",3.21336,"feed_intake"
"1721","LM0163","MT D4",3.8565,"feed_intake"
"1722","LM0163","Napier Con",2.17917,"feed_intake"
"1723","LM0164","D1 Napier Grass alone",6,"feed_intake"
"1724","LM0164","D2 Napier/Desmodium",7,"feed_intake"
"1725","LM0164","D3 Napier + Desmodium hay",7.4,"feed_intake"
"1726","LM0164","D4 Napier + Lucerne Hay",6.7,"feed_intake"
"1727","LM0227.1","MNG + PLBC",15.7,"feed_intake"
"1728","LM0227.1","MNG + SFBC",15.8,"feed_intake"
"1729","LM0227.1","ONG +PLBC",14.8,"feed_intake"
"1730","LM0227.1","ONP + SFBC",14.9,"feed_intake"
"1731","LM0227.2","MNG",13.6,"feed_intake"
"1732","LM0227.2","MNG + 3.65 PLBC",15.2,"feed_intake"
"1733","LM0227.2","MNG + 6.35 PLBC",16.4,"feed_intake"
"1734","LM0227.2","MNG +0.91 PLBC",14.2,"feed_intake"
"1735","LM0228.2","Copra Cake",6.8,"feed_intake"
"1736","LM0228.2","Leuacaena",7,"feed_intake"
"1737","LM0228.2","Napier Con",5.5,"feed_intake"
"1738","LM0229","(LH) 2 kg leucaena",7.9,"feed_intake"
"1739","LM0229","(LHM) 2 kg leucaena,1kg Maize Bran",8.7,"feed_intake"
"1740","LM0229","(LL) 1 kg leucaena",7.6,"feed_intake"
"1741","LM0229","Napier Grass Diet",6.3,"feed_intake"
"1742","LM0238","Commercial D Meal",13.4,"feed_intake"
"1743","LM0238","Lablab hay",12.3,"feed_intake"
"1744","LM0238","Mucuna hay",11.8,"feed_intake"
"1745","LM0238","Napier Con",9.8,"feed_intake"
"1746","LM0248","HB",0.545,"feed_intake"
"1747","LM0248","HB2",0.545,"feed_intake"
"1748","LM0248","HG",0.604,"feed_intake"
"1749","LM0248","HG1",0.604,"feed_intake"
"1750","LM0248","HGB",0.565,"feed_intake"
"1751","LM0248","HGB1",0.565,"feed_intake"
"1752","LM0261","10% Calliandra Trial",0.151,"feed_intake"
"1753","LM0261","5% Calliandra Trial",0.127,"feed_intake"
"1754","LM0261","7.5% Calliandra Trial",0.139,"feed_intake"
"1755","LM0261","No Calliandra Trial",0.129,"feed_intake"
"1756","LM0266","Con",0.7521,"feed_intake"
"1757","LM0266","brevispica4",0.8612,"feed_intake"
"1758","LM0266","brownii5",0.7205,"feed_intake"
"1759","LM0266","discolor6",0.784,"feed_intake"
"1760","LM0266","nilotica3",0.8019,"feed_intake"
"1761","LM0266","tortilis2",0.7158,"feed_intake"
"1762","LM0277.1","0% Poultry Waste",0.0832244897959184,"feed_intake"
"1763","LM0277.1","05% ODPW",0.0844285714285714,"feed_intake"
"1764","LM0277.1","05% SDPW",0.0870612244897959,"feed_intake"
"1765","LM0277.1","10% ODPW",0.0838163265306122,"feed_intake"
"1766","LM0277.1","10% SDPW",0.085265306122449,"feed_intake"
"1767","LM0277.1","15% ODPW",0.087734693877551,"feed_intake"
"1768","LM0277.1","15% SDPW",0.0851224489795918,"feed_intake"
"1769","LM0277.1","20% ODPW",0.0875918367346939,"feed_intake"
"1770","LM0277.1","20% SDPW",0.0910408163265306,"feed_intake"
"1771","LM0280","CC Diet",1.331,"feed_intake"
"1772","LM0280","GBC Diet",1.385,"feed_intake"
"1773","LM0280","LBC Diet",1.343,"feed_intake"
"1774","LM0289","Control",0.527,"feed_intake"
"1775","LM0289","MP",0.669,"feed_intake"
"1776","LM0289","MP + MSK",0.617,"feed_intake"
"1777","LM0289","MP + MSK + UB",0.741,"feed_intake"
"1778","LM0289","MSK",0.567,"feed_intake"
"1779","LM0295","1CSM:2Pjp",0.7307,"feed_intake"
"1780","LM0295","2CSM:1Pjp",0.7477,"feed_intake"
"1781","LM0295","CSM",0.7831,"feed_intake"
"1782","LM0295","Hay Con",0.5873,"feed_intake"
"1783","LM0295","Pjp",0.6841,"feed_intake"
"1784","LM0297","15% DM Leucaena",0.60986,"feed_intake"
"1785","LM0297","30% DM Leucaena",0.63543,"feed_intake"
"1786","LM0297","45% DM Leucaena",0.65764,"feed_intake"
"1787","LM0297","Control (No Leucaena)",0.59362,"feed_intake"
"1788","LM0298","RGH Con",0.414,"feed_intake"
"1789","LM0298","WLG1",0.5,"feed_intake"
"1790","LM0298","WLG2",0.515,"feed_intake"
"1791","LM0298","WLG3",0.557,"feed_intake"
"1792","LM0298","WLG4",0.514,"feed_intake"
"1793","LM0310","FM Con",0.0356,"feed_intake"
"1794","LM0310","FS 100",0.03267,"feed_intake"
"1795","LM0310","FS 25",0.03627,"feed_intake"
"1796","LM0310","FS 50",0.03659,"feed_intake"
"1797","LM0310","FS 75",0.03603,"feed_intake"
"1798","LM0312","Con",0.0001525,"feed_intake"
"1799","LM0312","MBM1",0.000156964285714286,"feed_intake"
"1800","LM0312","MBM2",0.000176071428571429,"feed_intake"
"1801","LM0312","MBM3",0.000201607142857143,"feed_intake"
"1802","LM0322","MOLM0",0.2593,"feed_intake"
"1803","LM0322","MOLM100",0.2497,"feed_intake"
"1804","LM0322","MOLM50",0.2669,"feed_intake"
"1805","LM0329","Con",1.372,"feed_intake"
"1806","LM0329","Seca1",1.402,"feed_intake"
"1807","LM0329","Seca2",1.33,"feed_intake"
"1808","LM0334","Control",0.00158,"feed_intake"
"1809","LM0334","KM100",0.00123,"feed_intake"
"1810","LM0334","KM25",0.00148,"feed_intake"
"1811","LM0334","KM50",0.00134,"feed_intake"
"1812","LM0334","KM75",0.00128,"feed_intake"
"1813","LM0334","MM100",0.00114,"feed_intake"
"1814","LM0334","MM25",0.0013,"feed_intake"
"1815","LM0334","MM50",0.00124,"feed_intake"
"1816","LM0334","MM75",0.00125,"feed_intake"
"1817","LM0335","MOLM0",0.0764571428571429,"feed_intake"
"1818","LM0335","MOLM100",0.0766714285714286,"feed_intake"
"1819","LM0335","MOLM25",0.0808428571428571,"feed_intake"
"1820","LM0335","MOLM50",0.0779571428571429,"feed_intake"
"1821","LM0336","CM0",1.17,"feed_intake"
"1822","LM0336","CM100",1.15,"feed_intake"
"1823","LM0336","CM25",1.21,"feed_intake"
"1824","LM0336","CM50",1.19,"feed_intake"
"1825","LM0336","CM75",1.15,"feed_intake"
"1826","LM0339","20% silage",1.57,"feed_intake"
"1827","LM0339","50% silage",1.11,"feed_intake"
"1828","LM0339","70% silage",0.91,"feed_intake"
"1829","LM0339","Control",1.37,"feed_intake"
"1830","LM0347","DBL0",9.23,"feed_intake"
"1831","LM0347","DBL100",9.48,"feed_intake"
"1832","LM0347","DBL150",9.92,"feed_intake"
"1833","LM0347","DBL200",10.02,"feed_intake"
"1834","LM0347","DBL50",9.59,"feed_intake"
"1835","LM0349","CACT-AA",0.599840383080606,"feed_intake"
"1836","LM0349","CACT-LL",0.64096834264432,"feed_intake"
"1837","LM0349","CACT-MA",0.59217877094972,"feed_intake"
"1838","LM0349","Commercial Sheep Meal Diet",0.654748603351955,"feed_intake"
"1839","LM0351","Diet CAAS",0.7711,"feed_intake"
"1840","LM0351","Diet CCCS",0.8034,"feed_intake"
"1841","LM0351","Diet CLLS",0.8059,"feed_intake"
"1842","LM0351","Diet CMAS",0.7222,"feed_intake"
"1843","LM0351","PP Con",0.4919,"feed_intake"
"1844","LM0354","0% BYS",0.01266,"feed_intake"
"1845","LM0354","100% BYS",0.00675,"feed_intake"
"1846","LM0354","25% BYS",0.00992,"feed_intake"
"1847","LM0354","50% BYS",0.00926,"feed_intake"
"1848","LM0354","75% BYS",0.00772,"feed_intake"
"1849","NJ0003","0 g/kg CBLE",0.000655952380952381,"feed_intake"
"1850","NJ0003","10 g/kg CBLE",0.000858333333333333,"feed_intake"
"1851","NJ0003","15 g/kg CBLE",0.000848809523809524,"feed_intake"
"1852","NJ0003","5 g/kg CBLE",0.000736904761904762,"feed_intake"
"1853","NJ0008","100% DGH",0.728,"feed_intake"
"1854","NJ0008","100% NPH",0.65,"feed_intake"
"1855","NJ0008","25% NPH +75% DGH",0.716,"feed_intake"
"1856","NJ0008","50% NPH + 50% DGH",0.682,"feed_intake"
"1857","NJ0008","75% NPH +25% DGH",0.675,"feed_intake"
"1858","NJ0013","Group C",0.491,"feed_intake"
"1859","NJ0013","Group GH",0.589,"feed_intake"
"1860","NJ0013","Group OL",0.619,"feed_intake"
"1861","NJ0027","CM",0.10407,"feed_intake"
"1862","NJ0027","CMEnz",0.10564,"feed_intake"
"1863","NJ0027","CMEnzPh",0.10625,"feed_intake"
"1864","NJ0027","CMPh",0.10513,"feed_intake"
"1865","NJ0027","Control",0.10528,"feed_intake"
"1866","NJ0032","SB-0",0.5955,"feed_intake"
"1867","NJ0032","SB-10",0.59638,"feed_intake"
"1868","NJ0032","SB-15",0.59888,"feed_intake"
"1869","NJ0032","SB-20",0.58988,"feed_intake"
"1870","NJ0032","SB-5",0.59297,"feed_intake"
"1871","NJ0044","Control",0.5051,"feed_intake"
"1872","NJ0044","T2",0.6884,"feed_intake"
"1873","NJ0044","T3",0.8441,"feed_intake"
"1874","NJ0044","T4",0.9669,"feed_intake"
"1875","NJ0047","T1",0.109395348837209,"feed_intake"
"1876","NJ0047","T2",0.119488372093023,"feed_intake"
"1877","NJ0047","T3",0.0993023255813953,"feed_intake"
"1878","NJ0047","T4",0.0963720930232558,"feed_intake"
"1879","NJ0052","CON",1.4,"feed_intake"
"1880","NJ0052","HMC",1.3,"feed_intake"
"1881","NJ0052","LMC",1.4,"feed_intake"
"1882","NN0007","WS + Alfalfa hay",0.674463027978721,"feed_intake"
"1883","NN0007","WS + Blue wattle",0.622264801700939,"feed_intake"
"1884","NN0007","WS + Medic pods",0.648518492044353,"feed_intake"
"1885","NN0007","WS + Oldman saltbush",0.753825736604989,"feed_intake"
"1886","NN0007","WS(Urea +7) CON",0.579831986499886,"feed_intake"
"1887","NN0021","GH0",0.529,"feed_intake"
"1888","NN0021","GH200",0.685,"feed_intake"
"1889","NN0021","GH400",0.776,"feed_intake"
"1890","NN0021","GH600",0.955,"feed_intake"
"1891","NN0021","GHMB",0.976,"feed_intake"
"1892","NN0021","GHWB",1.09,"feed_intake"
"1893","NN0034","UNTS",0.326820067567177,"feed_intake"
"1894","NN0034","UNTS + CS",0.638598207338375,"feed_intake"
"1895","NN0034","UTS",0.329554963530082,"feed_intake"
"1896","NN0083","Barley Concentrate CON",1.015,"feed_intake"
